Ticker,Company Name,Sector,Industry,P/E Ratio,P/B Ratio,Debt-to-Equity Ratio,ROE,ROA
SECMARK.NS,SecMark Consultancy Limited,Industrials,Consulting Services,50.62896,7.2580433,69.084,,
SECURKLOUD.NS,SecureKloud Technologies Limited,Technology,Software - Application,,,,,
SEJALLTD.NS,Sejal Glass Limited,Industrials,Building Products & Equipment,118.01181,18.53971,518.219,0.1685,0.054130003
SELAN.NS,Selan Exploration Technology Limited,Energy,Oil & Gas E&P,21.719618,2.8731885,0.763,0.14310999,0.08904
SELMC.NS,SEL Manufacturing Company Limited,Consumer Cyclical,Textile Manufacturing,,,,-4.1932697,-0.082100004
SEMAC.NS,Semac Consultants Limited,Industrials,Farm & Heavy Construction Machinery,,1.6674451,53.238,-0.37228,-0.11844
SENCO.NS,Senco Gold Limited,Consumer Cyclical,Luxury Goods,42.47937,6.1518416,128.97,,
SEPC.NS,SEPC Limited,Industrials,Engineering & Construction,146.59999,2.5614443,37.54,,
SEQUENT.NS,Sequent Scientific Limited,Healthcare,Drug Manufacturers - Specialty & Generic,265.69696,6.65099,68.404,,
SERVOTECH.NS,Servotech Renewable Power System Limited,Industrials,Electrical Equipment & Parts,178.58241,20.469831,42.941,0.15241,0.07664
SESHAPAPER.NS,Seshasayee Paper and Boards Limited,Basic Materials,Paper & Paper Products,9.420473,0.9162817,4.196,0.1024,0.051
SETCO.NS,Setco Automotive Limited,Consumer Cyclical,Auto Parts,,,,,
SETUINFRA.NS,Setubandhan Infrastructure Limited,Industrials,Engineering & Construction,93.0,0.2360406,158.545,0.00184,0.0017
SEYAIND.NS,Seya Industries Limited,Basic Materials,Specialty Chemicals,,0.07467431,93.156,,
SFL.NS,Sheela Foam Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",67.31322,3.4073472,46.958,0.05138,0.02049
SGIL.NS,Synergy Green Industries Limited,Industrials,Metal Fabrication,53.550003,14.584216,171.188,,
SGL.NS,STL Global Limited,Consumer Cyclical,Textile Manufacturing,,1.763525,71.856,,
SHAH.NS,Shah Metacorp Limited,Basic Materials,Steel,6.933333,1.2935323,3.895,0.27207002,0.02604
SHAHALLOYS.NS,Shah Alloys Limited,Basic Materials,Steel,,12.241198,712.256,,
SHAILY.NS,Shaily Engineering Plastics Limited,Basic Materials,Specialty Chemicals,88.31764,13.040979,35.597,0.15943,0.0813
SHAKTIPUMP.NS,Shakti Pumps (India) Limited,Industrials,Specialty Industrial Machinery,34.095875,2.0566454,17.325,0.48235,0.22024
SHALBY.NS,Shalby Limited,Healthcare,Medical Care Facilities,45.028454,3.3953009,45.774,0.05284,0.04192
SHALPAINTS.NS,Shalimar Paints Limited,Basic Materials,Specialty Chemicals,,3.1017725,46.854,-0.25478,-0.08014
SHANKARA.NS,Shankara Building Products Limited,Consumer Cyclical,Home Improvement Retail,20.699781,1.956448,13.908,0.102910005,0.05745
SHANTI.NS,Shanti Overseas (India) Limited,Consumer Defensive,Farm Products,,1.2626947,4.552,-0.10163999,-0.07586
SHANTIGEAR.NS,Shanthi Gears Limited,Industrials,Specialty Industrial Machinery,40.97706,9.819011,,0.25695,0.13442001
SHARDACROP.NS,Sharda Cropchem Limited,Basic Materials,Agricultural Inputs,31.93789,3.0341773,0.528,0.099379994,0.04851
SHARDAMOTR.NS,Sharda Motor Industries Limited,Consumer Cyclical,Auto Parts,17.121002,5.4912024,2.353,,
SHAREINDIA.NS,Share India Securities Limited,Financial Services,Capital Markets,13.703202,2.7691438,17.128,0.26147,0.15201001
SHEKHAWATI.NS,Shekhawati Industries Limited,Consumer Cyclical,Textile Manufacturing,0.68351,8.525605,3.189,,0.09595
SHEMAROO.NS,Shemaroo Entertainment Limited,Communication Services,Entertainment,,0.8366629,67.083,-0.1586,-0.04322
SHILPAMED.NS,Shilpa Medicare Limited,Healthcare,Drug Manufacturers - Specialty & Generic,116.67166,3.7347028,52.078,,
SHIVALIK.NS,Shivalik Rasayan Limited,Basic Materials,Agricultural Inputs,84.32417,2.352153,14.989,,
SHIVAMAUTO.NS,Shivam Autotech Limited,Consumer Cyclical,Auto Parts,,9.520775,700.789,,
SHIVAMILLS.NS,Shiva Mills Limited,Consumer Cyclical,Textile Manufacturing,,0.90584004,10.704,,
SHIVATEX.NS,Shiva Texyarn Limited,Consumer Cyclical,Textile Manufacturing,34.751144,2.3953695,85.295,,
SHK.NS,S H Kelkar and Company Limited,Basic Materials,Specialty Chemicals,155.69182,2.8253329,54.834,,
SHOPERSTOP.NS,Shoppers Stop Limited,Consumer Cyclical,Department Stores,418.277,25.948359,1115.521,0.06683,0.027190002
SHRADHA.NS,Shradha Infraprojects Limited,Real Estate,Real Estate - Development,19.88993,1.5085794,161.495,0.26346,0.04276
SHREDIGCEM.NS,Shree Digvijay Cement Company Limited,Basic Materials,Building Materials,16.582354,3.1788452,21.428,0.22487,0.10864
SHREECEM.NS,Shree Cement Limited,Basic Materials,Building Materials,56.78239,4.5678935,8.041,0.08566,0.03801
SHREEPUSHK.NS,Shree Pushkar Chemicals & Fertilisers Limited,Basic Materials,Specialty Chemicals,21.761904,2.1361985,22.846,,
SHREERAMA.NS,Shree Rama Multi-Tech Limited,Consumer Cyclical,Packaging & Containers,44.72973,5.847368,23.544,0.14259,0.06244
SHRENIK.NS,Shrenik Limited,Basic Materials,Paper & Paper Products,,,,,
SHREYANIND.NS,Shreyans Industries Limited,Basic Materials,Paper & Paper Products,5.680846,0.83738947,10.903,0.15773,0.04953
SHRIPISTON.NS,Shriram Pistons & Rings Limited,Consumer Cyclical,Auto Parts,19.169025,4.1733065,22.543,0.2342,0.115609996
SHRIRAMFIN.NS,Shriram Finance Limited,Financial Services,Credit Services,13.576811,2.068919,296.607,0.1609,0.0322
SHRIRAMPPS.NS,Shriram Properties Limited,Real Estate,Real Estate - Development,31.89846,1.382746,50.914,,
SHYAMCENT.NS,Shyam Century Ferrous Limited,Basic Materials,Steel,,1.7712857,1.633,,
SHYAMMETL.NS,Shyam Metalics and Energy Limited,Basic Materials,Steel,24.494717,2.0198581,9.954,0.08607,0.04877
SICALLOG.NS,Sical Logistics Limited,Industrials,Integrated Freight & Logistics,,33.621082,326.08,,
SIEMENS.NS,Siemens Limited,Industrials,Specialty Industrial Machinery,89.464195,17.442186,1.311,,
SIGACHI.NS,Sigachi Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic,32.333332,4.0012226,34.255,,
SIGIND.NS,Signet Industries Limited,Industrials,Conglomerates,16.519323,0.91485524,152.535,,
SIGMA.NS,Sigma Solve Limited,Technology,Information Technology Services,19.326647,11.470308,16.007,,
SIGNATURE.NS,Signatureglobal (India) Limited,Real Estate,Real Estate - Development,301.6506,27.847355,360.661,0.08838,-0.0015199999
SIGNPOST.NS,Signpost India Limited,Communication Services,Advertising Agencies,37.775047,10.855635,80.256,,
SIKKO.NS,Sikko Industries Limited,Basic Materials,Agricultural Inputs,28.912535,5.052991,12.267,0.19739,0.06379
SIL.NS,Standard Industries Limited,Consumer Cyclical,Textile Manufacturing,43.983604,1.3352245,11.713,0.029879998,-0.05283
SILGO.NS,Silgo Retail Limited,Consumer Cyclical,Luxury Goods,33.54867,1.296556,12.553,,
SILINV.NS,SIL Investments Limited,Financial Services,Asset Management,19.981724,0.31635514,,,
SILLYMONKS.NS,Silly Monks Entertainment Limited,Communication Services,Entertainment,141.55554,3.5251796,7.454,,
SILVERTUC.NS,Silver Touch Technologies Limited,Technology,Information Technology Services,46.402973,7.278917,28.998,,
SIMBHALS.NS,Simbhaoli Sugars Limited,Consumer Defensive,Confectioners,5.7277937,,,,
SIMPLEXINF.NS,Simplex Infrastructures Limited,Industrials,Engineering & Construction,27.973452,7.7870574,3077.289,,
SINCLAIR.NS,Sinclairs Hotels Limited,Consumer Cyclical,Lodging,32.895836,6.0347795,9.493,,
SINDHUTRAD.NS,Sindhu Trade Links Limited,Industrials,Conglomerates,38.275864,2.2931516,44.146,0.05474,0.01631
SINTERCOM.NS,Sintercom India Limited,Consumer Cyclical,Auto Parts,381.65115,4.9643054,35.299,0.010670001,0.02101
SIRCA.NS,Sirca Paints India Limited,Basic Materials,Specialty Chemicals,38.074207,5.7395244,,,
SIS.NS,SIS Limited,Industrials,Security & Protection Services,33.715725,2.0350795,64.437,0.06221,0.04126
SITINET.NS,SITI Networks Limited,Communication Services,Entertainment,,,,,-0.0911
SIYSIL.NS,Siyaram Silk Mills Limited,Consumer Cyclical,Textile Manufacturing,22.61208,3.6274648,21.714,0.16178,0.080690004
SJS.NS,S.J.S. Enterprises Limited,Consumer Cyclical,Auto Parts,35.978065,6.0812693,3.994,0.18781,0.11761
SJVN.NS,SJVN Limited,Utilities,Utilities - Renewable,42.712063,2.959079,163.336,0.06888,0.02377
SKFINDIA.NS,SKF India Limited,Industrials,Tools & Accessories,39.25681,8.205841,0.438,,
SKIL.NS,SKIL Infrastructure Limited,Industrials,Engineering & Construction,8.316666,0.54871345,1029.062,,
SKIPPER.NS,Skipper Limited,Industrials,Engineering & Construction,58.15047,6.0929546,79.442,0.12584,0.06881
SKMEGGPROD.NS,SKM Egg Products Export (India) Limited,Consumer Defensive,Packaged Foods,14.922456,2.1612759,49.687,0.1552,0.07481
SKYGOLD.NS,Sky Gold Limited,Consumer Cyclical,Luxury Goods,55.047234,2.211835,135.31,0.29825002,
SMARTLINK.NS,Smartlink Holdings Limited,Technology,Communication Equipment,26.623545,1.0657636,8.14,0.04121,0.0269
SMCGLOBAL.NS,SMC Global Securities Limited,Financial Services,Capital Markets,6.7125545,1.2260725,133.871,0.19950001,0.04541
SMLISUZU.NS,SML Isuzu Limited,Consumer Cyclical,Auto Manufacturers,17.204931,7.4235854,147.509,,
SMLT.NS,Sarthak Metals Limited,Industrials,Metal Fabrication,41.57256,1.8047903,,0.044689998,0.04005
SMSLIFE.NS,SMS Lifesciences India Limited,Healthcare,Biotechnology,16.638098,2.057995,52.017,,
SMSPHARMA.NS,SMS Pharmaceuticals Limited,Healthcare,Drug Manufacturers - General,33.12678,3.6704707,52.35,,
SNOWMAN.NS,Snowman Logistics Limited,Industrials,Integrated Freight & Logistics,140.38461,2.9176657,66.449,,
SOBHA.NS,Sobha Limited,Real Estate,Real Estate - Development,285.06305,5.9686346,80.932,,
SOFTTECH.NS,SoftTech Engineers Limited,Technology,Software - Application,188.26173,4.8999076,30.782,,
SOLARA.NS,Solara Active Pharma Sciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,,1.9145944,77.152,-0.41977,-0.036140002
SOLARINDS.NS,Solar Industries India Limited,Basic Materials,Specialty Chemicals,86.80543,26.51451,33.2,,
SOMANYCERA.NS,Somany Ceramics Limited,Industrials,Building Products & Equipment,32.749496,3.6006007,43.249,0.09791,0.053439997
SOMATEX.NS,Soma Textiles & Industries Limited,Consumer Cyclical,Textile Manufacturing,1.7756457,1.7955225,1.83,,
SOMICONVEY.NS,Somi Conveyor Beltings Limited,Industrials,Specialty Industrial Machinery,40.678276,3.2911663,21.399,,
SONACOMS.NS,Sona BLW Precision Forgings Limited,Consumer Cyclical,Auto Parts,60.533684,6.6430507,3.744,0.144,0.09466
SONATSOFTW.NS,Sonata Software Limited,Technology,Information Technology Services,62.65121,11.488834,41.559,0.18797001,0.08140001
SOTL.NS,Savita Oil Technologies Limited,Basic Materials,Specialty Chemicals,21.958742,2.2904682,0.005,,
SOUTHBANK.NS,The South Indian Bank Limited,Financial Services,Banks - Regional,4.715094,0.6963524,,0.14693,0.01039
SOUTHWEST.NS,South West Pinnacle Exploration Limited,Energy,Oil & Gas Equipment & Services,43.613293,3.3644075,68.006,0.07789,0.04513
SPAL.NS,S.P. Apparels Limited,Consumer Cyclical,Apparel Manufacturing,26.965015,3.0391355,26.864,,
SPANDANA.NS,Spandana Sphoorty Financial Limited,Financial Services,Credit Services,25.090408,0.648907,223.811,0.0278,0.00836
SPARC.NS,Sun Pharma Advanced Research Company Limited,Healthcare,Drug Manufacturers - Specialty & Generic,,,,-3.2141101,-0.52411
SPCENET.NS,Spacenet Enterprises India Limited,Financial Services,Capital Markets,98.52381,10.809822,0.809,,
SPECIALITY.NS,Speciality Restaurants Limited,Consumer Cyclical,Restaurants,26.312727,2.2657106,44.162,,
SPENCERS.NS,Spencer's Retail Limited,Consumer Cyclical,Department Stores,,,,,-0.09398
SPIC.NS,Southern Petrochemical Industries Corporation Limited,Basic Materials,Agricultural Inputs,13.96374,1.3852707,43.777,0.12052,
SPLIL.NS,SPL Industries Limited,Consumer Cyclical,Apparel Manufacturing,14.114678,0.89602655,,,
SPLPETRO.NS,Supreme Petrochem Limited,Basic Materials,Specialty Chemicals,31.77493,6.2201686,5.856,0.20785,0.10872
SPMLINFRA.NS,SPML Infra Limited,Industrials,Engineering & Construction,105.69478,2.8004725,,,
SPORTKING.NS,Sportking India Limited,Consumer Cyclical,Textile Manufacturing,15.482946,1.5132403,51.644,0.10286,0.06755
SRD.NS,Shankar Lal Rampal Dye-Chem Limited,Basic Materials,Specialty Chemicals,60.037975,6.157741,6.295,,
SREEL.NS,Sreeleathers Limited,Consumer Cyclical,Footwear & Accessories,25.757915,1.3985281,0.703,,
SRF.NS,SRF Limited,Basic Materials,Specialty Chemicals,60.109097,5.6536617,43.73,0.098850004,0.051170003
SRGHFL.NS,SRG Housing Finance Limited,Financial Services,Mortgage Finance,22.773573,2.7634943,274.809,0.13813,0.03486
SRHHYPOLTD.NS,Sree Rayalaseema Hi-Strength Hypo Limited,Basic Materials,Chemicals,16.806597,1.6823677,1.618,,
SRM.NS,,Industrials,Engineering & Construction,47.16299,4.9800076,52.67,,
SRPL.NS,Shree Ram Proteins Limited,Consumer Defensive,Farm Products,,0.61875296,79.456,,
SSDL.NS,,Consumer Cyclical,Apparel Retail,15.290323,6.5262623,67.0,,
SSWL.NS,Steel Strips Wheels Limited,Consumer Cyclical,Auto Parts,4.727833,2.0432587,60.532,0.48073003,0.06837
STANLEY.NS,,Consumer Cyclical,"Furnishings, Fixtures & Appliances",72.97927,8.826847,79.155,,
STAR.NS,Strides Pharma Science Limited,Healthcare,Drug Manufacturers - Specialty & Generic,36.081013,2.8305018,104.221,0.08186,0.06777
STARCEMENT.NS,Star Cement Limited,Basic Materials,Building Materials,48.42857,3.5433776,13.8,0.07473,0.0544
STARHEALTH.NS,Star Health and Allied Insurance Company Limited,Financial Services,Insurance - Diversified,32.81768,3.9678698,6.7,0.12561,0.04362
STARPAPER.NS,Star Paper Mills Limited,Basic Materials,Paper & Paper Products,5.875916,0.5218484,0.773,,
STARTECK.NS,Starteck Finance Limited,Financial Services,Credit Services,25.047373,1.2828261,104.483,0.05568,0.02675
STEELCAS.NS,Steelcast Limited,Basic Materials,Steel,28.467663,6.575757,,,
STEELCITY.NS,Steel City Securities Limited,Financial Services,Capital Markets,14.449109,1.357973,8.923,0.13801,0.07882
STEELXIND.NS,Steel Exchange India Limited,Basic Materials,Steel,50.857147,2.1641338,56.645,0.0397,0.04335
STEL.NS,STEL Holdings Limited,Financial Services,Asset Management,50.05227,0.37771586,,0.00979,0.00759
STERTOOLS.NS,Sterling Tools Limited,Industrials,Tools & Accessories,34.467438,5.032108,26.287,,
STLTECH.NS,Sterlite Technologies Limited,Technology,Communication Equipment,,2.0061266,94.86,-0.076469995,0.00398
STOVEKRAFT.NS,Stove Kraft Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",82.0222,6.150522,74.94,0.077589996,0.041139998
STYLAMIND.NS,Stylam Industries Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",32.01702,7.1380987,1.113,0.24543,0.16673
STYLEBAAZA.NS,Baazar Style Retail Limited,Consumer Cyclical,Apparel Retail,104.653465,5.922122,186.977,,
STYRENIX.NS,Styrenix Performance Materials Limited,Basic Materials,Chemicals,24.384727,6.539751,3.158,0.27533,0.15397
SUBEXLTD.NS,Subex Limited,Technology,Software - Application,,3.758724,8.444,,
SUBROS.NS,Subros Limited,Consumer Cyclical,Auto Parts,31.2069,3.9583457,4.72,0.13451,0.061139997
SUDARSCHEM.NS,Sudarshan Chemical Industries Limited,Basic Materials,Specialty Chemicals,59.265015,6.4551578,46.161,0.11404,0.05534
SUKHJITS.NS,The Sukhjit Starch & Chemicals Limited,Basic Materials,Specialty Chemicals,15.697004,1.6038847,67.886,0.1065,0.061550003
SULA.NS,Sula Vineyards Limited,Consumer Defensive,Beverages - Wineries & Distilleries,39.817734,6.2018538,58.958,,
SUMICHEM.NS,Sumitomo Chemical India Limited,Basic Materials,Agricultural Inputs,52.921406,9.41929,1.064,0.18458,0.09309
SUMIT.NS,Sumit Woods Limited,Real Estate,Real Estate - Development,50.76596,5.7602706,118.493,,
SUMMITSEC.NS,Summit Securities Limited,Financial Services,Capital Markets,31.63447,0.3020854,,0.01126,0.00928
SUNCLAY.NS,Sundaram-Clayton Limited,Industrials,Metal Fabrication,,8.167052,237.557,,
SUNDARAM.NS,Sundaram Multi Pap Limited,Basic Materials,Paper & Paper Products,,1.2941176,34.583,,
SUNDARMFIN.NS,Sundaram Finance Limited,Financial Services,Credit Services,31.819593,3.9812863,382.446,0.14157,0.02782
SUNDARMHLD.NS,Sundaram Finance Holdings Limited,Financial Services,Asset Management,11.357976,1.156241,0.304,0.119090006,0.03427
SUNDRMBRAK.NS,Sundaram Brake Linings Limited,Consumer Cyclical,Auto Parts,74.54385,5.2421575,46.527,,
SUNDRMFAST.NS,Sundram Fasteners Limited,Consumer Cyclical,Auto Parts,41.10492,6.1769786,22.806,0.15963,0.087469995
SUNFLAG.NS,Sunflag Iron and Steel Company Limited,Basic Materials,Steel,33.90644,0.9739115,14.067,,
SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic,39.336655,6.28496,3.707,0.16771,0.08541001
SUNTECK.NS,Sunteck Realty Limited,Real Estate,Real Estate - Development,48.9076,2.3825934,12.001,,
SUNTV.NS,Sun TV Network Limited,Communication Services,Broadcasting,15.14586,2.6410675,0.358,,
SUPERHOUSE.NS,Superhouse Limited,Consumer Cyclical,Footwear & Accessories,17.76527,0.48780897,43.446,,
SUPERSPIN.NS,Super Spinning Mills Limited,Consumer Cyclical,Textile Manufacturing,,1.2702978,31.738,-0.029930001,0.0252
SUPRAJIT.NS,Suprajit Engineering Limited,Consumer Cyclical,Auto Parts,47.37928,5.936594,69.759,0.108500004,0.051119998
SUPREMEIND.NS,The Supreme Industries Limited,Industrials,Building Products & Equipment,55.633312,11.411866,1.402,0.22014,0.12553
SUPREMEINF.NS,Supreme Infrastructure India Limited,Industrials,Engineering & Construction,,,,,
SUPRIYA.NS,Supriya Lifescience Limited,Healthcare,Biotechnology,36.35225,6.3438463,0.608,0.18988001,0.3442
SURAJEST.NS,,Real Estate,Real Estate - Development,26.246037,4.809728,83.259,,
SURAJLTD.NS,Suraj Limited,Basic Materials,Steel,37.351192,6.8488483,37.843,0.19924,0.09031
SURAKSHA.NS,,,,89.293594,,,,
SURANASOL.NS,Surana Solar Limited,Technology,Solar,428.9091,3.8808918,6.338,0.00986,0.02961
SURANAT&P.NS,Surana Telecom and Power Limited,Utilities,Utilities - Independent Power Producers,32.378376,2.7552896,4.771,0.0683,0.02024
SURYALAXMI.NS,Suryalakshmi Cotton Mills Limited,Consumer Cyclical,Textile Manufacturing,99.235954,0.6436896,84.909,,
SURYAROSNI.NS,Surya Roshni Limited,Basic Materials,Steel,19.01289,2.8067803,0.739,,
SURYODAY.NS,Suryoday Small Finance Bank Limited,Financial Services,Banks - Regional,6.267277,0.7561694,,0.1294,0.019170001
SUTLEJTEX.NS,Sutlej Textiles and Industries Limited,Consumer Cyclical,Textile Manufacturing,,1.1674763,88.073,,
SUULD.NS,Suumaya Industries Limited,Consumer Cyclical,Apparel Retail,,,,,
SUVEN.NS,Suven Life Sciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,,14.956867,0.127,-0.54976004,-0.367
SUVENPHAR.NS,Suven Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,119.20886,14.028749,3.17,,
SUVIDHAA.NS,Suvidhaa Infoserve Limited,Technology,Information Technology Services,,2.2522864,,,
SUYOG.NS,Suyog Telematics Limited,Communication Services,Telecom Services,28.376984,6.775279,50.398,,
SUZLON.NS,Suzlon Energy Limited,Industrials,Specialty Industrial Machinery,89.943665,18.960808,5.898,0.237,0.08705
SVLL.NS,Shree Vasu Logistics Limited,Industrials,Trucking,195.67902,11.589646,336.139,,
SVPGLOB.NS,SVP Global Textiles Limited,Consumer Cyclical,Textile Manufacturing,,,1619.171,,
SWANENERGY.NS,Swan Energy Limited,Industrials,Conglomerates,34.620853,3.6468291,42.87,,
SWARAJENG.NS,Swaraj Engines Limited,Consumer Cyclical,Auto Parts,24.493303,10.589172,0.453,0.45433998,0.2086
SWELECTES.NS,Swelect Energy Systems Limited,Technology,Solar,28.623396,1.9757782,66.334,,
SWIGGY.NS,,Consumer Cyclical,Internet Retail,,0.2252188,12.253,,
SWSOLAR.NS,Sterling and Wilson Renewable Energy Limited,Technology,Solar,,11.377959,95.278,-0.17701,0.0055400003
SYMPHONY.NS,Symphony Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",37.977528,12.149073,23.562,0.33044997,0.11955
SYNCOMF.NS,Syncom Formulations (India) Limited,Healthcare,Drug Manufacturers - Specialty & Generic,51.71795,4.466342,4.543,0.11356,0.053940002
SYNGENE.NS,Syngene International Limited,Healthcare,Diagnostics & Research,70.33389,7.704123,14.488,0.11630999,0.05737
SYRMA.NS,Syrma SGS Technology Limited,Technology,Electronic Components,101.89076,6.553204,38.304,0.07536,0.02991
TAINWALCHM.NS,Tainwala Chemicals and Plastics (India) Limited,Basic Materials,Specialty Chemicals,66.872086,1.8058556,,0.03108,-0.00162
TAJGVK.NS,TAJGVK Hotels & Resorts Limited,Consumer Cyclical,Lodging,25.60192,3.7545488,15.634,0.19374001,0.09854999
TAKE.NS,TAKE Solutions Limited,Healthcare,Biotechnology,,,,-2.3989,-0.082779996
TALBROAUTO.NS,Talbros Automotive Components Limited,Consumer Cyclical,Auto Parts,16.809752,3.6449716,18.374,,
TANLA.NS,Tanla Platforms Limited,Technology,Software - Application,16.534826,4.233677,3.306,0.28105,0.12984
TARACHAND.NS,,Industrials,Farm & Heavy Construction Machinery,24.146343,1.1082149,,,
TARAPUR.NS,Tarapur Transformers Limited,Industrials,Specialty Industrial Machinery,6.546256,,,,
TARC.NS,TARC Limited,Real Estate,Real Estate - Development,,4.2993846,163.155,-0.1445,-0.00265
TARIL.NS,,Industrials,Electrical Equipment & Parts,127.526566,14.572597,21.924,0.16520001,0.08104
TARMAT.NS,Tarmat Limited,Industrials,Engineering & Construction,,1.3302972,8.074,,
TARSONS.NS,Tarsons Products Limited,Healthcare,Medical Instruments & Supplies,61.244205,3.4416716,51.635,0.057340004,0.03454
TASTYBITE.NS,Tasty Bite Eatables Limited,Consumer Defensive,Packaged Foods,169.7779,9.034589,30.165,,
TATACHEM.NS,Tata Chemicals Limited,Basic Materials,Chemicals,,1.1879206,28.034,-0.00802,0.020399999
TATACOMM.NS,Tata Communications Limited,Communication Services,Telecom Services,52.59846,27.412165,697.484,0.57273,0.050229996
TATACONSUM.NS,Tata Consumer Products Limited,Consumer Defensive,Packaged Foods,75.73406,4.549051,14.401,0.062329996,0.04674
TATAELXSI.NS,Tata Elxsi Limited,Technology,Software - Application,52.749958,17.283419,8.276,0.35649,0.1989
TATAINVEST.NS,Tata Investment Corporation Limited,Financial Services,Capital Markets,89.89464,0.8981731,,0.012180001,0.0066799996
TATAMOTORS.NS,Tata Motors Limited,Consumer Cyclical,Auto Manufacturers,8.0182085,2.4577584,95.362,0.39181,0.061079998
TATAPOWER.NS,The Tata Power Company Limited,Utilities,Utilities - Independent Power Producers,34.1503,3.7327433,144.12,0.11367,0.037019998
TATASTEEL.NS,Tata Steel Limited,Basic Materials,Steel,59.542015,1.9554838,109.814,0.030380001,0.03522
TATATECH.NS,Tata Technologies Limited,Technology,Information Technology Services,55.622265,11.222855,8.089,0.21320999,0.09394
TATVA.NS,Tatva Chintan Pharma Chem Limited,Basic Materials,Specialty Chemicals,108.39333,2.5235453,2.065,0.02405,0.01495
TBOTEK.NS,,Consumer Cyclical,Travel Services,80.832115,31.048018,38.63,,
TBZ.NS,Tribhovandas Bhimji Zaveri Limited,Consumer Cyclical,Luxury Goods,26.116404,2.7378418,102.065,,
TCI.NS,Transport Corporation of India Limited,Industrials,Integrated Freight & Logistics,22.710907,4.298812,10.915,0.19493,0.08153
TCIEXP.NS,TCI Express Limited,Industrials,Integrated Freight & Logistics,28.65942,4.266999,1.193,0.15771,0.106079996
TCIFINANCE.NS,TCI Finance Limited,Financial Services,Credit Services,,,,,
TCLCONS.NS,Tantia Constructions Limited,Industrials,Engineering & Construction,26.15862,2.1338959,121.449,-0.053639997,0.010199999
TCPLPACK.NS,TCPL Packaging Limited,Consumer Cyclical,Packaging & Containers,24.428938,5.005855,105.517,0.22281,0.08722
TCS.NS,Tata Consultancy Services Limited,Technology,Information Technology Services,31.754868,14.823488,8.836,0.46772,0.24511999
TDPOWERSYS.NS,TD Power Systems Limited,Industrials,Specialty Industrial Machinery,51.779953,9.096337,0.001,0.18986,0.09315
TEAMLEASE.NS,TeamLease Services Limited,Industrials,Staffing & Employment Services,46.5866,5.7582054,15.013,0.12848,0.02416
TECHM.NS,Tech Mahindra Limited,Technology,Information Technology Services,46.381367,5.732631,7.566,0.12316,0.05886
TECHNOE.NS,Techno Electric & Engineering Company Limited,Industrials,Engineering & Construction,56.225506,8.137071,,,
TECILCHEM.NS,Tecil Chemicals and Hydro Power Ltd.,Financial Services,Shell Companies,,,,,
TEGA.NS,Tega Industries Limited,Industrials,Specialty Industrial Machinery,62.43222,8.870342,25.844,,
TEJASNET.NS,Tejas Networks Limited,Technology,Communication Equipment,45.368603,5.6037574,78.242,0.13512999,0.06865
TEMBO.NS,Tembo Global Industries Limited,Industrials,Metal Fabrication,37.106445,9.6999235,268.462,0.36692002,0.08172
TERASOFT.NS,Tera Software Limited,Technology,Information Technology Services,36.7326,2.1497862,24.639,0.06033,0.03704
TEXINFRA.NS,Texmaco Infrastructure & Holdings Limited,Real Estate,Real Estate Services,275.08508,0.906198,1.729,0.004,-0.0028400002
TEXMOPIPES.NS,Texmo Pipes and Products Limited,Industrials,Building Products & Equipment,55.74783,0.9507778,28.581,,
TEXRAIL.NS,Texmaco Rail & Engineering Limited,Industrials,Railroads,37.97798,3.0915148,34.543,0.10104,0.054619998
TFCILTD.NS,Tourism Finance Corporation of India Limited,Financial Services,Credit Services,14.533765,1.2484504,88.717,0.09356,0.04637
TFL.NS,Transwarranty Finance Limited,Financial Services,Mortgage Finance,26.244184,3.7030354,110.738,,
TGBHOTELS.NS,TGB Banquets and Hotels Limited,Consumer Cyclical,Lodging,,0.556587,9.619,,
THANGAMAYL.NS,Thangamayil Jewellery Limited,Consumer Cyclical,Luxury Goods,55.23721,10.2082405,155.059,0.19794,0.07418
THEINVEST.NS,The Investment Trust of India Limited,Financial Services,Capital Markets,24.686419,1.5090069,41.942,0.064109996,0.036760002
THEJO.NS,Thejo Engineering Limited,Industrials,Specialty Industrial Machinery,46.552742,9.490181,15.597,,
THEMISMED.NS,Themis Medicare Limited,Healthcare,Drug Manufacturers - Specialty & Generic,45.826088,5.8974934,19.77,0.13654,0.0572
THERMAX.NS,Thermax Limited,Industrials,Conglomerates,69.33013,11.538432,28.772,,
THOMASCOOK.NS,Thomas Cook (India) Limited,Consumer Cyclical,Travel Services,33.016666,4.480279,20.557,,
THOMASCOTT.NS,Thomas Scott (India) Limited,Consumer Cyclical,Textile Manufacturing,30.167194,9.203926,11.632,,
